epoch,train_loss,valid_loss,valid_logloss,valid_accuracy,valid_auc,lr
1,0.058619,0.063414,0.027154,1.0,1.0,2.25e-05
2,0.056311,0.064812,0.029261,1.0,1.0,7.500000000000004e-06
3,0.057122,0.064489,0.028574,1.0,1.0,0.0
