epoch,train_loss,valid_loss,valid_logloss,valid_accuracy,valid_auc,lr
1,0.056426,0.060589,0.022223,1.0,1.0,2.25e-05
2,0.062726,0.05943,0.019951,1.0,1.0,7.500000000000004e-06
3,0.056483,0.060432,0.022147,1.0,1.0,0.0
