epoch,train_loss,valid_loss,valid_logloss,valid_accuracy,valid_auc,lr
1,0.057958,0.063022,0.026296,1.0,1.0,2.25e-05
2,0.056382,0.061064,0.023286,1.0,1.0,7.500000000000004e-06
3,0.05626,0.061673,0.024393,1.0,1.0,0.0
