epoch,train_loss,valid_loss,valid_logloss,valid_accuracy,valid_auc,lr
1,0.057779,0.065607,0.03019,1.0,1.0,2.25e-05
2,0.056429,0.062257,0.024836,1.0,1.0,7.500000000000004e-06
3,0.056912,0.060423,0.022215,1.0,1.0,0.0
