epoch,train_loss,valid_loss,valid_logloss,valid_accuracy,valid_auc,lr
1,0.056424,0.069741,0.03597,1.0,1.0,2.25e-05
2,0.056314,0.061418,0.024189,1.0,1.0,7.500000000000004e-06
3,0.06184,0.061955,0.024783,1.0,1.0,0.0
