epoch,train_loss,valid_loss,valid_logloss,valid_accuracy,valid_auc,lr
1,0.057791,0.064724,0.029222,1.0,1.0,2.25e-05
2,0.056338,0.062757,0.025577,1.0,1.0,7.500000000000004e-06
3,0.056273,0.06315,0.026766,1.0,1.0,0.0
