epoch,train_loss,valid_loss,valid_logloss,valid_accuracy,valid_auc,lr
1,0.056355,0.060823,0.023133,1.0,1.0,2.25e-05
2,0.056275,0.059285,0.020191,1.0,1.0,7.500000000000004e-06
3,0.056199,0.059806,0.021373,1.0,1.0,0.0
